Crystal Agua Water	6104 Reseda Blvd	Reseda	CA	91335	34.180858	-118.536014
Lee Physician Group	16271 Bass Rd	Shell Point Village	FL	33901		
J & J One Stop	1000 South La Brea Ave	Inglewood	CA	90301		
Tek Plan Solution	5345 Great Oak Dr	Lakeland	FL	33815	28.031842	-82.055178
Athletes For Youth Inc	522 N Water St	Milwaukee	WI	53202		
Holiday Inn	730 Rufus Graham Rd	Knoxville	TN	37924		
Aceomatic Recon	350 Dixon St	Lexington	NC	27292	35.776138	-80.317878
J Calderoni & Assoc	5325 Katy Fwy	Houston	TX	77007	29.77695	-95.416331
Clark Financial Group	124 E Bridge St	Plainwell	MI	49080	42.442788	-85.641628
Capital Automotive Service	880 W Amite St	Jackson	MS	39203	32.304654	-90.197231
My Piece of Cake	1850 Nw 122nd Ter	Pembroke Pines	FL	33026	26.023039	-80.310319
Opus 1 Digital Recording	1321 Westhills Ln	Reston	VA	20190	38.972989	-77.323948
Appraisal Masters	308 Se Colorado Ave	Port Saint Lucie	FL	34952		
Nagaue Lowell T CPA	2130 S Beretania St	Honolulu	HI	96826	21.295885	-157.827553
Acosta Landscaping	108 Cortelyous Ln	Somerset	NJ	08873		
Antiques On Austin	1525 Austin Ave	Waco	TX	76701	31.548541	-97.141159
Hyattville Cemetery District	308 S Main St	Hyattville	WY	82428	44.245344	-107.602792
Lopez Bail Bonds	304 N Pacific Coast Hwy	Redondo Beach	CA	90277	33.845047	-118.387276
RadioShack	1341 Worthington Ctr Dr	Riverlea	OH	43085	40.123683	-82.980855
Salon Couture Llc	710 Stubbs Ave	Town and Country	LA	71201	32.51393	-92.119069
Julep Restaurant and Bar	1305 E Northside Dr	Jackson	MS	39211	32.35577	-90.149414
Eagle Ridge School	2002 Eagle Ridge Dr	Glendale	IL	61282		
Sprint Store	2636 Delaware Ave	Buffalo	NY	14216	42.956163	-78.86934
Mindworks Hypnosis	481 Great Rd	Acton	MA	01720	42.514921	-71.427716
Brantley J Hays MD	1325 Eastmoreland Ave	Memphis	TN	38103	35.135639	-90.017406
Heldman Siding	5811 Fall Creek Rd	Ivy Hills	IN	46220	39.865877	-86.069111
Pathmark of Middletown	1123 State Hwy	Town Brook	NJ	07748		
Diversified Psychological Services	720 N Valley St	Anaheim	CA	92801	33.841304	-117.956335
Delcon	P.O. Box 1748	Jackson	WY	83001		
Fastrack Couriers	306 3rd St	Saint Michael	MN	55376		
Croft Freedom	805 E Cambridge Ave	Fresno	CA	93704	36.769503	-119.801005
Omega Shipping Co Inc	3030 Review Ave	Flushing	NY	11101		
Lace Silhouettes Lingerie	65 Broad St	Fairview	NJ	07701	40.350378	-74.065388
Custom Concepts Siding-Garage	1315 N Mason St	Bloomington	IL	61701	40.493764	-89.000477
Johnson Andrew P	316 S Melrose Dr	Vista	CA	92081		
Coffman Construction	P.O. Box 4026	Pleasant Grove	KS	66044	38.85556	-95.269695
Sipple, David F	200 E Saint Julian St	Savannah	GA	31412		
Fire Marshal	200 Rook Ramsey Dr	Runaway Bay	TX	76234	33.230655	-97.611807
Chang Barbara DDS	3604 Woodland Ln	Downers Grove	IL	60515	41.823245	-88.003301
Viviane Woodard Cosmetics Eunice Smith	305 N Baughman St	Ulysses	KS	67880	37.582896	-101.359367
Mc Millan Realty	2 Church St	Unionville	NY	14532	42.957769	-77.05796
McKinnon's Coffee House	314 Central St	Waterville	MA	01475	42.687011	-72.044029
Rising Star Baptist Church	620 Cardinal St	Montz	LA	70068		
Edward Jones	116 E Main St	Morrison	IL	61270	41.809265	-89.96671
Mother of Divine Providence - Ccd Ofc	336 Allendale Rd	Valley Forge Homes	PA	19406	40.094196	-75.388463
Fredrick Douglas MD	1441 Constitution Blvd	Salinas	CA	93906	36.699975	-121.623253
Shoptaw John W CPA	18 N Oaks Ln	Russellville	AR	72802	35.350475	-93.108013
Discovery Furniture	10133 Nw 80th Ave	Hialeah	FL	33016	25.865533	-80.326971
Bargain Center	908 Hall St	West Coffeyville	KS	67337	37.035133	-95.639899
Crd Services	P.O. Box 470069	Tulsa	OK	74103	36.155392	-95.994424
Relizon	116 N Main St	Darlington	SC	29532	34.304185	-79.872245
Ryder Truck Rental & Leasing	6108 Delilah Rd	Egg Harbor	NJ	08234	39.437937	-74.604027
Baumgarten-Prophet Entertainment	1640 S Sepulveda Blvd, #218	Los Angeles	CA	90025		
Alaska State of - Corrections Dept, Wildwood Pretrial Facility	5 Chugach Ave	Kenai	AK	99611	60.583496	-151.299959
Rodell Eddy M Atty	1517 North Cotner Blvd	Lincoln	NE	68505	40.8281	-96.630548
Lets Mechanical	17026 Main St	Patton Village	TX	77372	30.197132	-95.176217
Kuk Jae Limo Svc	3642 Union St	Flushing	NY	11354		
Pro Environmental	5215 Delaware St	Kansas City	MO	64133	39.025629	-94.427209
Labordes Bookkeeping and Tax Service	232 Tunica Dr	Moncla	LA	71351	31.125403	-92.07181
Puerto Rican Family Institute I C M	175 Remsen St, #1101	Brooklyn	NY	11201		
Fine Painting	316 Huntington Ave	Boston	MA	02115	42.340768	-71.087623
Gladstone Bruce W PHD and Assoc	530 W Ojai Ave, #208	Ojai	CA	93023		
Tech 4 Tech	1835 University Blvd	Hyattsville	MD	20783	38.984284	-76.980277
Terra Testing	260 Meadowlands Blvd	Wolfdale	PA	15301		
Juneau Limousine Services	4269 Marion Dr	West Juneau	AK	99801	58.395903	-134.585152
Faith Baptist Church	624 Teche Rd	Wyandotte	LA	70380	29.693492	-91.261693
Connoisseur Interiors	57 N Centre St	Cumberland	MD	21502	39.652598	-78.761755
Alfa Investment	39210 State St, #116	Fremont	CA	94538		
Halliday Automotive	100 W Oakland Ave	Hopeful	GA	31730	31.232557	-84.21225
Creative Real Estate Development	215 Executive Dr, #300	Cranberry	PA	16066		
Dakota Telco Federal Credit Union	125 8th St	Reile's Acres	ND	58102		
Fire Dept	4 Larry King Hwy	Saint Paul	SC	29148		
Hyatt - Black Hawk Casino - ATM	101 Montelago Blvd	Henderson	NV	89011	36.107715	-114.929645
A I R Association	700 S Flower St, #600	Los Angeles	CA	90017		
Era Andrew Realty	535 Main St	Winchester	MA	01890	42.452324	-71.136777
Life Care Center of Charleston	2600 Elms Plantation Blvd	Deweys Hill	SC	29406	32.979786	-80.062792
Little Childrens House	1277 Hicks Blvd	Fairfield	OH	45014	39.348052	-84.536917
Westergaard Debra MD	7150 Greenville Ave	Dallas	TX	75231	32.878029	-96.760832
Wiggers Marcel MD	12766 Se Stark St	Rockwood	OR	97233	45.519056	-122.532192
Elliotts Auto Sales	1062 Huell Matthews Hwy	South Boston	VA	24592		
Classic Cleaners	4830 W Kennedy Blvd, #196	Tampa	FL	33609		
Evolution4hair Boutique	1301 Custer Rd	Plano	TX	01647	33.01647	-96.733849
HomeGoods	21 Torrey St	Brockton	MA	02301	42.074747	-71.041437
Rhode Island PC	548 Tiogue Ave	Quidnick	RI	02816	41.685083	-71.547788
Creekside Estates Homeowners	4440 W Main St	League City	TX	77573	29.493788	-95.143909
Vacations Made Easy Comm	1675 E Seminole St	Springfield	MO	65804	37.17435	-93.264448
Sentinel Security Alarms	7015 Marchant Ave	Atascadero	CA	93422	35.476729	-120.660914
Tortilla Flats	1740 S Coast Hwy	Laguna Beach	CA	92651	33.529179	-117.771779
Finer Things	3525 Pacific Coast Hwy	Torrance	CA	90505	33.802632	-118.346472
Farmers Insurance	300 W Badillo St	Covina	CA	91723	34.086293	-117.894461
E R J Service Station	1212 S 23rd St	Sharyland	TX	78572		
Sampalis Gym	708 East Ave	Warwick	RI	02886		
Debbie H Kim	520 Durie Ave	Closter	NJ	07624	40.971954	-73.962558
A 24 Locksmith	1922 Ocean Ave	San Francisco	CA	94127	37.725525	-122.462843
Central Texas Optical	1300 Wonder World Dr	San Marcos	TX	78666	29.852984	-97.948495
Georgia State Government - Human Resources Department, Fraud and Abuse	218 Oak St	Augusta	GA	30907	33.510786	-82.093242
Carolina Cellular Sales	1301 Main St	Columbia	SC	29201	34.002621	-81.034098
First Class Carpet Cleaning	5120 Gates Rd	Santa Rosa	CA	95404	38.539371	-122.644775
Jordan Marion H MD	3309 Old Point Rd	Edgewater	MD	21037		
Fairfield Baptist Church	212 Lakeview Ave	Glenola	NC	27260		
the Signorelli Company	3710 W Davis St	Panorama Village	TX	77304	30.323633	-95.491543
Rosewood Manor	212 4th St	Cadiz	OH	43971		
Triple S Automotive	34180 Chagrin Blvd	Cleveland	OH	44124		
Ashwood Appraisal Service	P.O. Box 1511	Kalispell	MT	59903	48.22372	-114.429648
Marvell High School	1018 Highway 49			72366		
Kauai Beach Press	3137 Kuhio Hwy	Pua Loke	HI	96766	21.978506	-159.368277
Grefer Michael A MD	340 Thomas More Pkwy	Crestview Hills	KY	41017	39.023151	-84.569911
Digitec Information Systems	1610 Posey Ln	Sulphur Springs	TX	75482	33.109434	-95.596471
Sidhu, Harry CPA Star Accounting	21241 Ventura Boulevard, #173	Woodland Hills	CA	91364		
Mobile Pet Grooming	931 N Lynhurst Dr	Chapel Hill	IN	46224	39.778859	-86.250574
Signature Land	425 N Lee St	Jacksonville	FL	32204	30.332036	-81.669069
Marino J Contracting Co	412 Albany Post Rd	Oscawana	NY	10520	41.231477	-73.912256
Exxon Food Mart	7702 Flatlands Ave	Brooklyn	NY	11236	40.634095	-73.915459
Schmitt Cibulka Associates	1111 Oxford Ln	Kildeer	IL	60047	42.179014	-88.061712
American Industrial	1218 W 41st St	Tulsa	OK	74107	36.104343	-96.00472
By-Pass Auto Parts-Hardware and Rental	845 By-Pass Rd	Wesleyan Park	KY	40391	38.002779	-84.212521
R & M Health Claims	P.O. Box 496186	Chicago	IL	60649	41.811929	-87.68732
C L R	2620 N Walnut St	Bloomington	IN	47404	39.192799	-86.533148
Flint, Bruce A. Atty and Counselors	5520 Plaza Dr	Texarkana	TX	75503		
Vsi Billing Service	1313 Foothill Blvd	La Canada Flintridge	CA	91011	34.206863	-118.205469
Ford Rent-A-Car	2200 7th St	Trujillo	NM	87701		
Window World	300 West Rd, #2	Concord	NH	03801		
Baines Ed Dr	2401 Bon Air Station Ln	Richmond	VA	23235	37.530221	-77.550106
Penny Crosson	2505 West Kansas Av	Midland	TX	79701	31.999627	-102.105536
Wickenburg Tire and Auto	155 North Tegner St	Wickenburg	AZ	85390	33.969962	-112.731428
Central High School - Attendance Line	1147 Susan Ave	Saint Luke	VA	22664	38.867475	-78.522562
Heinz Kohler Photography	1000 S Hope St	Los Angeles	CA	90015	34.04369	-118.261707
Wolf Memorial	205 W 9th St	Ellis	KS	67637	38.938407	-99.561686
Reck Agri Services Inc	302 N 3rd St	Sterling	CO	80751	40.626219	-103.206644
Raj Clinics	1950 W 86th St	Spring Mill Estates	IN	46260	39.912052	-86.194866
Jakes Automotive	7454 Triangle Dr	Sterling Heights	MI	48314	42.616507	-83.034428
Caledonian Record Publishing Co Inc	15 Main St	Littleton	NH	03561	44.306235	-71.770899
Lucas Oil Products Inc	21442 Highway 36	Abita Springs	LA	70420	30.482726	-90.043648
Ny Group	5128 Verbena Dr	Acworth	GA	30102	34.073522	-84.571436
Doneckers Restaurant	333 North State Rd	Weidmanville	PA	17522	40.181481	-76.171476
Gallagher, Thomas C	270 Grain Exchange North Building 301 Fourth Ave	Minneapolis	MN	55415	44.978429	-93.263523
Evergreen Moving Systems	3719 Smith Ave	Everett	WA	98201	47.968751	-122.196881
Southern Traditions Gifts	3812 Central Ave	Rockwell	AR	71913	34.463208	-93.061099
North Avenue Podiatry Service PC	213 North Ave	Wattles Park	MI	49017	42.327793	-85.180319
Ex Amino	147 Chester St	Hamden	CT	06514	41.357905	-72.934994
Durant Agency	3730 Waterford Dr	Myrtle Beach	SC	29577	33.730536	-78.887457
Jose Acosta, D.C	1800 Fair Oaks Ave	South Pasadena	CA	91030	34.105401	-118.150526
Blessed Sacrament Church	14 Summer St	Saugus	MA	01906	42.465461	-71.012627
Austin Bolt	2001 Rutland Dr	Austin	TX	78758	30.38175	-97.718303
Rileys Roast Beef Business Ofc	43 Congress Ave	Chelsea	MA	02150	42.389882	-71.036529
Littleton High School	159 Oak Hill Ave			03561		
Peveler James C	1876 Data Dr	Birmingham	AL	35244	33.371161	-86.798611
Jean Claude Hardwood Floor Service	9 Pearl St	Adams	MA	01220	42.612687	-73.12685
Wells Fargo Home Mortgage	2505 El Paseo Rd	Las Cruces	NM	88001	32.284598	-106.762269
Victor-Mufson Div of Major Prods	66 Industrial Ave	Little Ferry	NJ	07643	40.845746	-74.035737
Residential Pacific Mortgage	1385 Shattuck Ave	Berkeley	CA	94709	37.882252	-122.269618
Calvin Ford	175 Highway 105	Grayburg	TX	77659		
Super Tienda Latina	6005 Monona Dr	Hope	WI	53716	43.054661	-89.325425
A Pawsatively Purrfect	9463 Lake Creek St	Henderson	NV	89123	36.018185	-115.166097
Suzy Fashion	7355 Lankershim Blvd	North Hollywood	CA	91605		
Bethany Christian Services - Switchboard, Cares	901 Eastern Ave	Grand Rapids	MI	49503	42.978685	-85.649637
Albring William L	623 E Samaria Rd	Temperance	MI	48182	41.808879	-83.538495
Chattanooga City Government - Parks Division, Neighborhood Recreation Centers	3202 Kellys Ferry Rd	Chattanooga	TN	37419	35.02171	-85.368541
Resort Vacation Hotels	5069 W Irlo Bronsn Mmrl Hwy	Kissimmee	FL	34746	28.332814	-81.487511
Budget Truck Rental	550 Central Ave	Lake Elsinore	CA	92530	33.687772	-117.342279
Realty World Solano Realty	1411 Oliver Rd	Fairfield	CA	94534	38.258631	-122.068157
A Economy Locksmiths 24 Hrs	3125 Downing St	Flushing	NY	11354		
Carballosa Raul E MD	1753 Us Highway 27	Highland Lakes	FL	33825	27.618338	-81.514546
Kingdom Builders Church International	3925 Beasley Ln	Charlotte	NC	28206	35.270875	-80.838992
Jehovahs Witnesses Kingdom Hall - West Congregation	1187 S Dye Rd	Flint	MI	48532	43.011085	-83.782895
Minor Marine Service	3729 Main St	Winway	KS	67357	37.340116	-95.296943
Colonial Property Trust	200 Colonial Center Pkwy	Lake Mary	FL	32746		
D S Groff Electric	61 Main St	Timbuck	PA	16738	41.872741	-78.656117
Lee Street Convenience Store	1117 Lee St	West End	GA	30310	33.724323	-84.420712
Rexel Consolidated Electric	1420 Se Federal Hwy	Stuart	FL	34994	27.180728	-80.239545
Hawkeye Forest Products	620 Floyd Blvd	Sioux City	IA	51101	42.49667	-96.393478
Thoro Race Management	1436 Glengarry Rd	Pasadena	CA	91105	34.139341	-118.18361
Foresite Design & Construction	124 W Orion St	Guadalupe	AZ	85283	33.365219	-111.939196
Biosafe Medical Technologies	100 N Field Dr, #240	West Lake Forest	IL	60045		
Arceneaux, Adam Ice Miller Llp			IN	82001	39.7707	-86.1607
Ra's Donuts	10301 Artesia Blvd, #103	Bellflower	CA	90706		
Gravelly Lake Physical Therapy	8907 Gravelly Lake Dr	Tacoma	WA	98499	47.175669	-122.510719
Leth Melanie J Attorney	4480 Manor Park Dr	Rochester	MN	55901		
Sooner Resources	126 Heymann Blvd	Lafayette	LA	70503	30.207593	-92.01343
Havertys Furniture	2801 E Harding Ave	West End	AR	71601	34.212437	-91.974476
Mcdonald's		Jericho	NY	11753	40.781788	-73.555827
Gallagher Fire Wood	7632 Whitsett Ave	North Hollywood	CA	91605	34.209449	-118.405251
Tig Welding Specialist	12307 Nc Highway 32	Washington	NC	27889	35.558604	-76.893288
Teethwork Dental Laboratory	4501 Curry Ford Rd	Orlando	FL	32812	28.524255	-81.329509
Su Defensa	14545 Victory Blvd, #506		CA	91411		
George Washington University - Alexandria Graduate Education Center-Agec, Political Science	2130 H St	Washington	DC	20037	38.89958	-77.047348
Summit Mortgage	1355 Main St	Red Bluff	CA	96080	40.183654	-122.239372
Technical Edge Consulting	3021 6th Ave	Lockwood	MT	59101		
Citifinancial	825 Dove Ave	Mcallen	TX	78504	26.253458	-98.219372
Weyeneth Jeffrey M D	1441 W Central Park Ave	Mount Joy	IA	52804	41.54551	-90.595148
St Johns Lutheran Church	4202 22 Maynardier Ridge Rd	Bittinger	MD	21522	39.599945	-79.219811
St Louis City of - Mental Health Board of Trustees	4144 Lindell Blvd	Saint Louis	MO	63108	38.640167	-90.24684
Higgins Jos J Dr	6644 Leffingwell Rd	Canfield	OH	44406	41.003735	-80.774404
Memory Lane Photos and Paper Arts	1275 East Baseline Rd, #104	Florence Junction	AZ	85233		
Eastern Metal USA Sign	4611 Greer Cir	Stone Mountain	GA	30083	33.832854	-84.206527
Cadence Environmental Energy	1415 North Loop	Houston	TX	77008	29.812321	-95.428172
Clyde R Olson Ins Agency Inc State Farm Insurance Agent	3565 University Ave	Madison	WI	53705	43.075291	-89.449063
Outback Steakhouse	21 Orchard Park Dr	Greenville	SC	29615	34.856911	-82.333386
Tax Help	254 N 114th St	Omaha	NE	68154	41.259948	-96.091005
Bunnys Kitchen	159 Elm St	Biddeford	ME	04005	43.494577	-70.459323
Woori America Bank	2585 W Olympic Blvd	Los Angeles	CA	90006	34.052409	-118.288053
Keybank Na ATM	1100 Kaufman Ave	Fairborn	OH	45324	39.809084	-84.026972
Premier Moving Systems	610 Detroit St	Lansing	MI	48912	42.727331	-84.512495
Mattatuck Antiques and Collectibles	1568 Meriden Rd	Waterbury	CT	06705	41.554655	-72.962508
Richard Patrick Atty	11 Kearney Sq	Lowell	MA	01852	42.645351	-71.307223
Kiddie Kollege Pre-School	1237 Eastern Pkwy	Brooklyn	NY	11213	40.668594	-73.927619
Mobile Storage and Construction Inc	6165 Weber Rd	Whitehall	MI	49461	43.369049	-86.316388
Don Rado Computer Consultant	1940 North Tustin St	Orange	CA	92865		
Dimatteo Emilio Atty	42 E Second St	Media	PA	19063	39.919537	-75.388391
Aic Realty Svc	10306 Linbrook Dr	Houston	TX	77089	29.583355	-95.250986
Euclid Disposal Co	38303 Airport Pkwy	Willoughby Hills	OH	44094	41.67558	-81.402841
Rockingham County of Governmental Center, Public Health Department, Clinical Services	1716 Freeway Dr	Reidsville	NC	27320		
Ramar Transportation	1847 Us Highway 421	Wilmington	NC	28401	34.209133	-77.944488
Ann's Custom Curtains	849 Coles Ferry Rd	South Tunnel	TN	37066	36.354216	-86.410431
Toys-R US	11500 Financial Ctr Pkwy	Little Rock	AR	72211	34.748957	-92.405516
Savannah Pak Mail Inc	5500 Abercorn St, #32	Savannah	GA	31405		
Sun Cleaning Systems	3889 N 1st St	Milwaukee	WI	53212	43.087981	-87.910829
www.Dugoutbarandgrillllc.com	158 Main St	Linwood	MN	55005	45.403981	-93.26906
Johnson Industries	4345 Sw 23rd St	Oklahoma City	OK	73108	35.4416	-97.59854
Colorado Occupational Medicine Physicians PC	8515 Pearl St, #300	Denver	CO	80229		
Speedway #8797	3113 S Sheridan Rd	Lennon	MI	48449	42.983813	-83.92866
Westchester Square Apartments	5528 Meredith Dr	Des Moines	IA	50307	41.643963	-93.693493
Automobile Dealer Magazine	754 Armstrong Place		TN	37201		
Bombay Grill	3035 Washington Blvd	Ogden	UT	84401	41.209478	-111.970718
Thomas Memorial Hospital - Ambulatory Services	4605 Maccorkle Ave	Rock Lake Village	WV	25309	38.355601	-81.726443
Forsee Chris B DMD	1215 Simonton St	Stock Island	FL	33040		
Highlights	110 El Dorado Dr	Lydia	MN	55352		
Citysearch.com	3746 Airway Dr	Santa Rosa	CA	95403	38.481069	-122.738139
Dollar General	2547 E State Rd 44	Shelbyville	IN	46176		
Hidden Ridge Apartments	23816 Se 100th Ave	Kent	WA	98031	47.388247	-122.207416
Creekside Apartments	1405 E Broadway St	Missoula	MT	59802	46.8631	-113.9633
Park Ridge Country Club, Park Ridge Course	636 N Prospect Ave	Park Ridge	IL	60068	42.018977	-87.829519
Wise Robert H Management Co	300 Byberry Rd	Philadelphia	PA	19116	40.127466	-75.021931
United Auto Credit	6565 N W St, #200	West Pensacola	FL	32505		
Samco-Shippers Assocs Mgmt Co	662 Main St	New Rochelle	NY	10801	40.90532	-73.787015
Service Master	3106 West Hampden Ave	Englewood	CO	65328	39.65328	-105.026848
A & A Electric	4409 N Thatcher Ave	Tampa	FL	33614	27.981754	-82.514847
Ilori	138 Spring St	New York	NY	00095	40.724082	-74.00095
Life Help Mental Health Center	328 Depot St	Owens Wells	MS	39095		
Gemini Travel Agency Inc	8 Chester Ave	Brookdale	NJ	07003	40.775264	-74.187426
Pacific High Reach & Equipment Service	1604 W Collins Ave	Orange	CA	92867	33.802417	-117.869783
Toyota Sales and Service	6200 S 36th St	Fort Smith	AR	72901		
J. Miller Plumbing	10 Ray Ave	Ringwood	NJ	07456	41.106813	-74.319623
Competitive Sales	1495 Highway 70	Camden	TN	38320		
Media King	140 West Valley Blvd	San Gabriel	CA	91776	34.079649	-118.101451
Y M C A	209 E Main St	West Batavia	NY	14020	42.997241	-78.181268
Gorders Nursery	2110 E Valley Hwy	Prairie Ridge	WA	98390	47.238054	-122.225235
Country Christmas	124 Factory St	Sugarcreek	OH	44681	40.501988	-81.640365
Gravette Public Schools - Registrar/Counselors Senior/Junior High	609 Birmingham St	Gravette	AR	72736		
Phaneuf Katherine MD	228 Billerica Rd	Westlands	MA	01824	42.596726	-71.326378
Antlers Rv Park & Campground	20682 Antlers Rd	Sugarloaf	CA	96051		
Downtown Virginia Brown Lmt	1173 Ne Cleveland St	Clearwater	FL	33755	27.967564	-82.788926
True Rock River Ranch	206 Highway 13	Rock River	WY	82083	41.724819	-106.005068
Pdq Appliance	96 Barre Montpelier Rd	Orange	VT	05641		
Boat Covers & Bimini Tops by Nancy	8342 Carob St	Cypress	CA	90630	33.84137	-118.05683
Ivt Waterfalls	408 E Transit St	Ontario	CA	91761	34.062663	-117.647318
Affordable Life Insurance	9033 Aero St	San Antonio	TX	78217	29.521988	-98.463477
Barn and Chapel At Lake Pines	6404 Garrett Rd	Midland	GA	31820	32.536625	-84.827462
Foggy Window Specialist	1312 Caddo Peak Trail	Joshua	TX	76058	32.479459	-97.410286
Cowboy Steve	2904 Byron Ct	Abingdon	MD	21009	39.478879	-76.307341
Carpet Factory	12407 Madeley Lane	High Bridge Estates	MD	20715	38.971941	-76.72579
C R Results Chiropractic Center PC	404 1st St	Shueyville	IA	52404		
Emerson K W	P.O. Box 549	San Andreas	CA	95249	38.157975	-120.609928
Superamerica	5205 Vernon Ave	Minneapolis	MN	55436	44.909501	-93.355982
Washington Bros Logging	1457 Lee St	Marion	LA	71260	32.920861	-92.250314
Stanley Landscaping & Paving	94 School St	Hazleton	PA	18201	40.943727	-76.017779
Summers Restaurant	3108 Atlantic Ave	Virginia Beach	VA	23451	36.859403	-75.978205
Home and Heart	324 E Jefferson St	Van	MO	65613	37.613209	-93.409062
Meridian House Condominium Assoc Inc	1540 Meridian Ave	Miami	FL	33139	25.788093	-80.136479
Winners's Circle	5300 Katella Ave	Los Alamitos	CA	90720	33.803064	-118.040049
First Command Financial Planning	11832 Rock Landing Dr, #102	Hidenwood	VA	23606		
Richardson Elementary School	431 Stow Ave	Cuyahoga Falls	OH	44221	41.138206	-81.487312
Family Foot & Ankle Specialists Llc	12 Wills Way	Riverview Manor	NJ	08854	40.572996	-74.457268
Lynn Durand, M.D	81 Hall St	Webster	NH	03301	43.189099	-71.525914
United Pentecostal Church	1110 E 33rd St	Vancouver	WA	98663	45.645037	-122.660677
Orthopaedic Associates	426 Mcmillen St	Fort Atkinson	WI	53538	42.933415	-88.827502
Olevich William A Jr DDS	305 E Rollins Rd	Volo	IL	60073	42.378895	-88.073521
Niemi Kathy	1810 Nw Overton St	Portland	OR	97209	45.532093	-122.689633
Celt, Inc	3462 Clemmons Rd	Capernium	NC	27012		
P and J Par 3 Golf Course	6349 Mahoning Ave	Morgandale	OH	44481		
Sipowicz Manuel E MD	3010 West Orange Ave	Anaheim	CA	92804	33.824754	-117.993691
Tarrant County of - Community Corrections Facility	651 Justice Ln	Watsonville	TX	76063	32.555071	-97.118583
Nevada State Corporate Network	2764 Lake Sahara Dr, #115	Las Vegas	NV	89117		
Irmax Intl Llc	25 W 47th St	New York	NY	10036	40.756989	-73.979164
Raes Shoes	132 W Main St	Perham	MN	56573	46.594454	-95.573102
Princess Nails	27 Sheridan Ave	Hohokus	NJ	07423	40.99845	-74.110021
Rivair Flying Service, Inc	8823 Jack Bates Ave	Tulsa	OK	74132	36.034023	-95.990786
Old Mill Antique Mall	1 S Main St	Mullica Hill	NJ	08062	39.736162	-75.224567
Dmp Transport	3282 W 70th St	Hialeah	FL	33018	25.886053	-80.349517
Meriden Hyundai	318 S Broad St	South Meriden	CT	06450	41.525183	-72.767418
Solutions In Skin Care	81 Railroad Pl	Saratoga Springs	NY	12866		
Marias Candy Store	90 Church St	New York	NY	10007	40.712659	-74.009821
Environmental Energy	1253 N Waggoner Rd	Havens Corners	OH	43004	40.010553	-82.790359
Vickers Mark D MD	1850 Town Center Pkwy	Reston	VA	20190	38.962325	-77.362235
Bankruptcy Clinic	4011 W Outer Rd	Ten Brook	MO	63010	38.398078	-90.382665
Bearden Troy C DVM	5944 Shallowford Rd	Chattanooga	TN	19598	35.054299	-85.19598
Northport Rod & Reel	81 Fort Salonga Rd	Middleville	NY	11768	40.890166	-73.353871
Ellie Herman Studios Oakland	3931 Grand Ave	Oakland	CA	94610		
Glashow L Inc	3462 Bailey Ave	Spuyten Duyvil	NY	10463	40.880533	-73.900584
Weston Dental Associates	2751 Executive Park Dr	Fort Lauderdale	FL	33331	26.085443	-80.373354
Northwestern Mutual Financial Network	10 E High St	North Mount Vernon	OH	43050	40.393528	-82.484933
Stephens Barber Shop	3600 S Genesee St	Columbia	WA	98118	47.564102	-122.287032
Sparkys Pizza and Ice Cream Cafe	5 New Karner Rd	Albany	NY	12203	42.702769	-73.883394
Pine Hill Tv	2352 Genesee St	Buffalo	NY	14225	42.919171	-78.796348
D and D Vette Shop	6421 Old Whiteville Rd	Hestertown	NC	28358	34.562207	-78.901708
Best Cleaning & Maintenance	16220 Sw Bell Rd	Six Corners	OR	97140	45.317215	-122.842649
Sasson Elias MD	219 Taylor Mills Rd	Tracy	NJ	07726		
Romanos Macaroni Grill	1712 Galleria Blvd	Franklin	TN	37067	35.964535	-86.811054
Robert E. Ziegler - Attorney At Law	1401 E Broward Blvd	Fort Lauderdale	FL	33301	26.122643	-80.129233
MacOn Machinery Sales	111 Winding Brook Rd	Bristol	CT	06010	41.719311	-72.929262
Climatized Self Storage Construction	8585 Touchton Rd	Jacksonville	FL	32216		
Travis Holly M Atty	65 E 55th St	New York	NY	10022	40.760708	-73.972803
Vocational Rehabilitation Services	333 N Main St	Yazoo City	MS	39194	32.849664	-90.412311
Guardian Warranty - Claims	407 Mcalpine St	Suscon	PA	18641	41.336645	-75.751572
Clamity Jaes	10748 Ne Halsey St	Maywood Park	OR	97220	45.5335	-122.55252
Fantastic Sams	8533 Little Rd	New Port Richey	FL	34654	28.291697	-82.675728
Blue Eagle Christian Academy	2404 Classen Blvd	Norman	OK	73071	35.194255	-97.423843
A AA Massage Therapist Referral Service	P.O. Box 61354	Honolulu	HI	96839	24.859832	-168.021815
Aim	24 Cathedral Pl	Vilano Beach	FL	32084	29.892742	-81.31145
Veronica Pirotto DVM	1078 Aviation Blvd	Hermosa Beach	CA	90254	33.864195	-118.38833
Evanston Civic Association	81 W White Pine Dr	Santa Claus	IN	47579	38.115322	-86.927376
Woolery Robt DDS Office	3318 Simpson Ave	Ocean City	NJ	08226	39.253777	-74.612417
Aluli Hayden Attorney At Law	707 Alakea St, #206		HI	96813		
Arts & Media	10 Canal St	Winder Village	PA	19007	40.100777	-74.855919
U-Haul	4412 Mascoutah Av	Mascoutah	IL	62220		
Paloma Paloma	108 3rd St	San Juan Bautista	CA	95045		
Orlove Family Chiropractic Center	5768 Okeechobee Blvd	West Palm Beach	FL	33417		
Progressive Urban Real Estate	3183 Washington Blvd	University Heights	OH	44118	41.504414	-81.565488
